"[15:51:07.840] 3, 111.95,"
"[15:51:14.360] 84.14, 113.42, 39.58, 93.02, 110.48,"
"80.48, 113.92, 39.29, 93.02, 110.48,"
"79.68, 113.92, 39.58, 93.02, 110.48,"
"80.08, 113.92, 39.29, 93.02, 110.48,"
"79.28, 113.42, 39.29, 93.02, 110.48,"
"79.28, 113.42, 39.29, 93.02, 110.48,"
"78.88, 112.93, 39.29, 92.58, 110.00,"
"78.88, 112.93, 39.29, 92.58, 110.48,"
"79.28, 112.93, 38.99, 92.58, 110.00,"
"[15:51:14.742] 79.28, 112.93, 38.99, 92.58, 110.00,"
"79.28, 112.93, 38.99, 93.02, 110.48,"
"78.49, 112.93, 39.58, 93.02, 110.97,"
"78.88, 112."
