AA_SN_X,AA_SN_Y,AA_SN_Z,GH_AA_X,GH_AA_Y,GH_AA_Z,GH_SN_X,GH_SN_Y,GH_SN_Z
42.03,7.06,42.6,52.12,40.6,60.72,10.18,47.29,48.05
41.94,7.11,42.51,52.1,40.53,60.72,10.25,47.29,48.06
41.98,7.18,42.56,52.15,40.49,60.72,10.27,47.32,48.09
42.08,7.19,42.66,52.21,40.5,60.72,10.23,47.31,48.07
41.93,7.18,42.52,52.15,40.45,60.68,10.32,47.27,48.05
42.03,7.24,42.63,52.13,40.44,60.63,10.19,47.3,48.07
41.89,7.16,42.47,52.12,40.44,60.66,10.32,47.25,48.02
41.85,7.12,42.42,52.12,40.44,60.66,10.37,47.21,47.99
41.81,7.18,42.39,52.1,40.39,60.67,10.38,47.23,48.03
41.75,7.1,42.32,52.09,40.41,60.7,10.42,47.18,47.98
41.73,7.13,42.3,52.04,40.41,60.66,10.4,47.2,48.0
41.69,7.14,42.26,51.98,40.37,60.62,10.38,47.19,47.99
41.69,7.15,42.25,51.91,40.37,60.56,10.33,47.21,47.98
41.67,7.21,42.24,51.94,40.32,60.58,10.38,47.22,48.01
41.58,7.12,42.13,51.86,40.4,60.62,10.39,47.24,48.02
41.55,7.13,42.11,51.7,40.37,60.45,10.27,47.22,47.97
41.49,7.11,42.04,51.74,40.36,60.51,10.36,47.2,47.98
41.49,7.11,42.04,51.75,40.36,60.51,10.37,47.2,47.98
41.48,7.11,42.04,51.7,40.38,60.48,10.33,47.22,47.98
41.47,7.04,42.01,51.71,40.44,60.6,10.34,47.24,48.01
41.46,7.04,41.99,51.71,40.46,60.67,10.36,47.28,48.06
41.53,6.96,42.04,51.81,40.54,60.82,10.38,47.29,48.08
41.54,6.97,42.05,51.78,40.55,60.8,10.34,47.32,48.1
41.64,6.96,42.15,51.88,40.56,60.84,10.34,47.31,48.08
41.6,6.93,42.1,51.83,40.57,60.83,10.35,47.3,48.07
41.61,6.98,42.12,51.86,40.52,60.83,10.35,47.29,48.07
41.54,7.02,42.05,51.77,40.47,60.72,10.35,47.28,48.05
41.3,7.19,41.85,51.41,40.33,60.34,10.24,47.32,48.05
41.23,7.17,41.77,51.25,40.33,60.23,10.16,47.3,48.01
41.37,7.19,41.91,51.42,40.32,60.31,10.18,47.28,48.0
41.43,7.13,41.96,51.49,40.36,60.37,10.21,47.29,48.0
41.35,7.23,41.91,51.56,40.25,60.38,10.33,47.25,48.01
41.32,7.13,41.85,51.61,40.33,60.5,10.43,47.26,48.02
41.61,7.33,42.2,51.76,40.31,60.51,10.24,47.35,48.12
41.65,7.25,42.23,51.8,40.37,60.62,10.23,47.34,48.13
41.65,7.21,42.22,51.67,40.4,60.5,10.11,47.34,48.08
41.64,7.09,42.18,51.74,40.44,60.57,10.22,47.28,48.03
41.69,7.12,42.25,51.72,40.48,60.55,10.12,47.32,48.06
41.81,7.14,42.38,51.83,40.5,60.57,10.13,47.33,48.07
41.78,7.13,42.35,51.85,40.49,60.59,10.17,47.31,48.06
41.87,7.09,42.43,51.91,40.54,60.66,10.14,47.32,48.06
42.02,7.05,42.58,52.15,40.59,60.93,10.19,47.32,48.11
41.89,7.16,42.45,52.0,40.49,60.84,10.19,47.37,48.16
41.71,7.18,42.27,51.87,40.44,60.76,10.24,47.35,48.15
41.82,7.13,42.38,51.98,40.5,60.84,10.24,47.35,48.14
41.87,7.13,42.42,52.01,40.51,60.89,10.22,47.36,48.16
41.84,7.12,42.4,52.01,40.49,60.85,10.24,47.31,48.12
42.0,7.16,42.58,52.11,40.49,60.88,10.17,47.33,48.13
41.88,7.2,42.46,52.05,40.43,60.83,10.23,47.3,48.12
41.86,7.25,42.46,52.04,40.42,60.82,10.23,47.32,48.15
41.85,7.23,42.45,52.01,40.46,60.8,10.21,47.33,48.16
41.88,7.23,42.48,52.0,40.47,60.79,10.17,47.33,48.15
41.85,7.2,42.44,51.99,40.49,60.82,10.19,47.33,48.16
41.86,7.19,42.45,52.0,40.49,60.82,10.19,47.31,48.15
41.91,6.98,42.45,52.04,40.58,60.96,10.19,47.28,48.08
41.84,7.08,42.4,51.97,40.5,60.83,10.19,47.28,48.08
41.91,6.98,42.45,52.0,40.58,60.93,10.16,47.28,48.07
41.87,6.99,42.41,52.07,40.57,61.05,10.26,47.28,48.12
41.77,7.08,42.33,51.94,40.55,60.94,10.21,47.32,48.16
41.75,7.08,42.29,51.88,40.52,60.89,10.2,47.33,48.15
41.75,7.13,42.32,51.89,40.51,60.89,10.18,47.33,48.17
41.68,7.15,42.25,51.83,40.46,60.85,10.19,47.32,48.16
41.65,7.21,42.23,51.79,40.42,60.81,10.18,47.34,48.18
41.63,7.21,42.2,51.78,40.44,60.83,10.2,47.36,48.2
41.62,7.2,42.2,51.81,40.45,60.88,10.23,47.36,48.22
41.64,7.19,42.21,51.81,40.45,60.88,10.22,47.36,48.21
41.62,7.21,42.2,51.8,40.47,60.89,10.22,47.39,48.25
41.63,7.19,42.21,51.81,40.48,60.88,10.22,47.39,48.24
41.64,7.21,42.22,51.71,40.48,60.78,10.12,47.4,48.22
41.66,7.2,42.23,51.67,40.49,60.75,10.06,47.4,48.21
41.66,7.22,42.24,51.66,40.47,60.73,10.05,47.41,48.22
41.65,7.22,42.23,51.64,40.5,60.73,10.05,47.43,48.23
41.62,7.31,42.22,51.59,40.41,60.61,10.02,47.41,48.21
41.6,7.32,42.21,51.59,40.43,60.62,10.03,47.44,48.25
41.6,7.32,42.21,51.59,40.42,60.62,10.04,47.44,48.25
41.63,7.33,42.24,51.55,40.43,60.56,9.97,47.46,48.24
41.64,7.33,42.24,51.63,40.42,60.65,10.04,47.44,48.25
41.65,7.36,42.25,51.69,40.43,60.74,10.08,47.48,48.31
41.68,7.3,42.28,51.68,40.45,60.71,10.05,47.44,48.25
41.78,7.25,42.37,51.77,40.49,60.79,10.03,47.43,48.25
41.77,7.23,42.36,51.83,40.54,60.92,10.09,47.45,48.29
41.82,7.21,42.4,51.85,40.56,60.94,10.07,47.46,48.3
41.77,7.2,42.36,51.81,40.57,60.92,10.07,47.46,48.3
41.82,7.16,42.4,51.89,40.59,61.0,10.1,47.43,48.28
41.67,6.39,42.06,51.73,41.14,61.72,10.09,47.44,48.29
41.53,6.49,41.93,51.51,41.06,61.55,10.02,47.46,48.29
41.69,7.22,42.28,51.63,40.54,60.82,9.97,47.46,48.28
41.58,6.49,41.97,51.48,41.06,61.51,9.94,47.47,48.29
41.73,6.36,42.13,51.72,41.23,61.75,10.01,47.49,48.34
41.68,6.4,42.08,51.7,41.2,61.78,10.04,47.5,48.36
41.69,6.4,42.09,51.66,41.21,61.73,10.0,47.51,48.36
41.75,6.33,42.15,51.7,41.27,61.75,9.98,47.5,48.34
41.76,6.34,42.16,51.81,41.28,61.88,10.07,47.52,48.39
41.77,6.34,42.17,51.82,41.3,61.91,10.06,47.53,48.41
41.93,7.06,42.5,51.96,40.81,61.24,10.05,47.54,48.41
41.93,7.05,42.5,52.06,40.8,61.37,10.15,47.52,48.43
42.06,7.01,42.62,52.12,40.87,61.41,10.07,47.55,48.44
42.09,7.1,42.68,52.12,40.83,61.28,10.04,47.55,48.42
41.86,7.13,42.45,51.92,40.77,61.16,10.07,47.54,48.43
41.88,7.13,42.47,51.93,40.8,61.19,10.06,47.57,48.46
41.73,7.27,42.35,51.79,40.66,61.02,10.07,47.56,48.46
41.72,7.25,42.33,51.75,40.7,60.98,10.04,47.58,48.46
41.71,7.25,42.32,51.76,40.71,61.03,10.07,47.6,48.48
41.7,7.28,42.32,51.73,40.72,60.99,10.05,47.63,48.51
41.68,7.3,42.31,51.62,40.74,60.83,9.95,47.68,48.52
41.69,7.3,42.31,51.65,40.75,60.88,9.98,47.67,48.52
41.6,7.4,42.25,51.55,40.68,60.7,9.97,47.67,48.52
41.93,7.15,42.53,51.93,40.95,61.18,10.01,47.71,48.57
41.88,7.19,42.48,51.88,40.9,61.09,10.02,47.71,48.56
41.84,7.21,42.45,51.82,40.91,61.07,9.99,47.73,48.59
41.79,7.19,42.39,51.78,40.91,61.13,10.01,47.74,48.61
41.86,7.31,42.49,51.82,40.88,61.09,9.97,47.78,48.66
41.84,7.33,42.47,51.83,40.89,61.1,10.0,47.83,48.7
41.85,7.25,42.45,51.9,40.89,61.17,10.07,47.78,48.66
41.62,7.2,42.22,51.77,40.89,61.18,10.15,47.77,48.66
41.64,7.2,42.24,51.76,40.95,61.24,10.13,47.81,48.72
41.67,7.05,42.19,51.9,40.91,61.42,10.27,47.77,48.64
41.64,7.09,42.17,51.86,40.86,61.35,10.26,47.75,48.62
41.61,7.3,42.23,51.78,40.84,61.26,10.17,47.81,48.74
41.6,7.12,42.14,51.77,40.83,61.27,10.2,47.75,48.61
41.61,7.11,42.14,51.77,40.83,61.27,10.2,47.75,48.6
41.69,7.12,42.23,51.88,40.85,61.33,10.23,47.76,48.63
41.75,7.14,42.29,51.92,40.83,61.3,10.21,47.74,48.6
41.74,7.11,42.28,51.92,40.85,61.29,10.22,47.74,48.59
41.81,7.16,42.37,51.97,40.82,61.27,10.2,47.75,48.6
41.83,7.14,42.38,51.99,40.83,61.27,10.2,47.74,48.58
41.75,7.1,42.28,51.88,40.87,61.27,10.18,47.76,48.59
41.76,7.09,42.3,51.9,40.85,61.25,10.18,47.72,48.56
41.81,7.1,42.36,51.93,40.84,61.26,10.16,47.72,48.55
41.85,7.08,42.4,51.99,40.86,61.3,10.18,47.7,48.55
41.86,7.08,42.4,51.99,40.86,61.3,10.17,47.7,48.54
41.87,7.09,42.42,52.02,40.85,61.31,10.19,47.69,48.54
41.95,7.09,42.5,52.09,40.87,61.31,10.18,47.68,48.53
41.95,7.1,42.5,52.11,40.86,61.31,10.2,47.69,48.54
41.94,7.11,42.5,52.09,40.87,61.32,10.19,47.71,48.56
41.88,7.06,42.42,51.98,40.9,61.26,10.14,47.71,48.54
42.09,7.02,42.64,52.16,40.99,61.35,10.11,47.72,48.54
41.76,7.16,42.33,51.8,40.85,61.06,10.09,47.73,48.55
41.82,7.06,42.37,51.88,40.96,61.17,10.1,47.73,48.56
41.87,6.99,42.42,51.97,41.01,61.25,10.13,47.7,48.54
41.88,7.0,42.43,51.97,41.0,61.25,10.13,47.71,48.55
39.96,8.69,40.68,50.02,39.11,59.54,10.15,47.71,48.56
41.8,7.06,42.35,51.94,40.9,61.16,10.19,47.68,48.51
39.84,8.73,40.55,49.93,39.03,59.44,10.19,47.69,48.52
40.01,8.63,40.72,50.08,39.16,59.54,10.16,47.69,48.52
40.01,8.6,40.72,50.09,39.16,59.57,10.17,47.67,48.5
40.04,8.63,40.74,50.12,39.15,59.61,10.18,47.7,48.53
39.97,8.72,40.72,50.07,39.06,59.5,10.18,47.68,48.53
39.95,8.69,40.69,50.07,39.09,59.56,10.19,47.68,48.55
40.01,8.68,40.72,50.07,39.09,59.55,10.15,47.69,48.52
39.98,8.73,40.73,50.12,39.05,59.56,10.21,47.67,48.54
40.0,8.73,40.72,50.2,39.04,59.64,10.29,47.68,48.55
41.92,7.17,42.5,52.22,40.81,61.27,10.33,47.65,48.53
41.92,7.25,42.54,52.22,40.8,61.26,10.31,47.65,48.56
41.92,7.13,42.51,52.18,40.86,61.29,10.28,47.64,48.53
41.91,7.12,42.5,52.18,40.88,61.31,10.28,47.62,48.52
41.94,7.07,42.53,52.19,40.89,61.31,10.27,47.59,48.49
41.97,7.03,42.53,52.04,40.87,61.08,10.11,47.56,48.38
41.94,7.08,42.53,52.01,40.86,61.05,10.1,47.56,48.39
41.96,7.09,42.54,52.09,40.87,61.13,10.16,47.57,48.43
41.9,7.1,42.49,52.18,40.86,61.34,10.29,47.59,48.51
41.96,7.09,42.54,51.97,40.83,60.93,10.05,47.53,48.34
41.92,7.08,42.5,52.14,40.79,61.18,10.24,47.51,48.38
41.92,7.06,42.5,52.14,40.79,61.17,10.24,47.5,48.37
41.81,7.02,42.37,52.06,40.83,61.22,10.27,47.51,48.4
41.95,7.09,42.53,52.15,40.78,61.21,10.22,47.52,48.39
41.92,7.11,42.5,52.15,40.73,61.22,10.25,47.5,48.38
41.92,7.08,42.5,52.15,40.77,61.22,10.25,47.49,48.38
41.76,7.01,42.31,51.96,40.76,61.2,10.23,47.49,48.36
41.93,7.08,42.51,52.15,40.75,61.2,10.24,47.47,48.35
41.88,7.06,42.44,52.18,40.73,61.29,10.32,47.46,48.36
41.79,6.92,42.32,52.04,40.78,61.28,10.29,47.41,48.3
41.89,7.0,42.45,52.16,40.76,61.29,10.29,47.43,48.33
41.93,6.97,42.48,52.16,40.74,61.27,10.26,47.39,48.27
41.88,6.89,42.42,52.32,40.79,61.43,10.46,47.36,48.28
41.89,6.91,42.43,52.29,40.76,61.39,10.43,47.37,48.28
41.83,6.98,42.38,52.18,40.71,61.25,10.38,47.37,48.27
41.89,6.95,42.44,52.39,40.78,61.5,10.52,47.4,48.35
41.88,6.96,42.43,52.34,40.76,61.46,10.48,47.4,48.34
42.01,6.89,42.55,52.42,40.85,61.52,10.44,47.42,48.34
42.05,6.85,42.58,52.28,40.83,61.28,10.26,47.35,48.21
42.06,6.86,42.59,52.27,40.83,61.28,10.25,47.36,48.21
42.06,6.86,42.59,52.31,40.83,61.32,10.28,47.36,48.22
42.08,6.83,42.6,52.31,40.87,61.36,10.26,47.38,48.24
41.99,6.78,42.5,52.16,40.87,61.27,10.22,47.36,48.2
41.88,6.74,42.38,52.15,40.87,61.27,10.32,47.33,48.18
41.89,6.73,42.39,52.14,40.88,61.25,10.3,47.33,48.17
41.9,6.75,42.4,52.17,40.85,61.28,10.32,47.33,48.18
41.89,6.76,42.39,52.07,40.88,61.28,10.22,47.36,48.21
41.97,6.78,42.49,52.17,40.85,61.28,10.24,47.34,48.19
42.07,6.84,42.6,52.14,40.84,61.21,10.11,47.35,48.18
42.06,6.83,42.59,52.14,40.84,61.22,10.12,47.34,48.18
42.11,6.8,42.64,52.14,40.89,61.19,10.07,47.35,48.17
42.06,6.83,42.6,51.88,40.86,60.95,9.87,47.36,48.13
42.12,6.81,42.65,51.57,40.89,60.56,9.52,47.35,48.02
42.1,6.79,42.63,51.9,40.89,60.94,9.85,47.33,48.09
42.13,6.82,42.66,51.58,40.88,60.57,9.53,47.35,48.02
42.03,6.74,42.55,51.57,40.92,60.68,9.6,47.33,48.02
42.03,6.74,42.55,51.5,40.91,60.58,9.54,47.32,48.0
42.04,6.74,42.56,51.57,40.91,60.69,9.6,47.32,48.02
42.03,6.74,42.55,51.54,40.89,60.64,9.58,47.31,48.0
42.05,6.77,42.57,51.56,40.88,60.66,9.58,47.32,48.02
42.06,6.75,42.58,51.57,40.89,60.65,9.58,47.3,47.99
42.15,6.77,42.68,51.65,40.88,60.64,9.57,47.3,47.98
42.16,6.8,42.69,51.67,40.86,60.66,9.58,47.3,47.99
42.06,6.76,42.59,51.58,40.88,60.66,9.58,47.3,48.0
42.07,6.77,42.6,52.12,40.87,61.21,10.09,47.29,48.13
42.06,6.76,42.58,51.6,40.87,60.68,9.61,47.3,48.0
42.07,6.73,42.59,52.18,40.87,61.27,10.14,47.25,48.11
42.12,6.75,42.64,52.2,40.87,61.26,10.12,47.26,48.11
42.12,6.75,42.64,52.2,40.87,61.25,10.12,47.26,48.11
42.07,6.77,42.6,52.15,40.82,61.23,10.11,47.26,48.11
42.07,6.75,42.6,52.16,40.85,61.23,10.12,47.25,48.1
42.12,6.76,42.64,52.2,40.85,61.25,10.11,47.25,48.1
42.07,6.75,42.59,52.19,40.83,61.23,10.15,47.22,48.08
42.01,6.79,42.54,52.15,40.78,61.2,10.17,47.23,48.08
42.03,6.76,42.56,52.16,40.83,61.24,10.15,47.25,48.11
41.97,6.8,42.5,52.15,40.79,61.22,10.21,47.25,48.12
42.1,6.85,42.64,52.25,40.76,61.22,10.18,47.25,48.11
42.04,6.83,42.57,52.17,40.78,61.22,10.16,47.26,48.12
42.09,6.86,42.64,52.22,40.74,61.19,10.16,47.24,48.09
41.96,6.81,42.49,52.16,40.75,61.22,10.23,47.22,48.09
41.96,6.82,42.5,52.12,40.73,61.16,10.19,47.21,48.07
42.07,6.87,42.61,52.23,40.72,61.18,10.19,47.22,48.08
42.01,6.81,42.54,52.18,40.71,61.22,10.2,47.19,48.06
41.99,6.81,42.52,52.12,40.7,61.17,10.17,47.18,48.03
42.04,6.78,42.57,52.16,40.76,61.2,10.15,47.2,48.06
42.04,6.79,42.56,52.31,40.77,61.44,10.29,47.22,48.14
42.04,6.79,42.57,52.33,40.77,61.46,10.3,47.22,48.14
41.85,6.82,42.38,52.1,40.72,61.31,10.27,47.23,48.14
41.88,6.84,42.41,52.1,40.72,61.31,10.24,47.25,48.15
41.86,6.81,42.39,52.09,40.72,61.3,10.25,47.22,48.12
41.84,6.8,42.37,52.1,40.71,61.31,10.28,47.2,48.11
41.84,6.84,42.37,52.09,40.71,61.31,10.27,47.24,48.15
41.84,6.83,42.37,52.1,40.72,61.31,10.28,47.24,48.15
41.76,6.74,42.27,52.04,40.74,61.34,10.29,47.21,48.12
41.84,6.86,42.37,52.1,40.67,61.3,10.28,47.23,48.14
41.76,6.77,42.27,52.04,40.74,61.35,10.31,47.24,48.15
41.77,6.77,42.28,51.98,40.73,61.29,10.23,47.23,48.12
41.79,6.8,42.31,52.1,40.73,61.34,10.33,47.23,48.15
41.81,6.8,42.33,52.13,40.72,61.4,10.34,47.23,48.16
41.58,6.61,42.03,51.8,40.8,61.47,10.25,47.25,48.15
41.84,6.77,42.36,52.05,40.75,61.29,10.23,47.23,48.12
41.85,6.76,42.37,52.11,40.77,61.35,10.27,47.23,48.14
41.86,6.79,42.38,52.09,40.75,61.32,10.25,47.24,48.14
41.88,6.81,42.4,52.06,40.75,61.31,10.2,47.26,48.15
41.88,6.82,42.41,52.06,40.74,61.31,10.2,47.26,48.15
41.86,6.8,42.38,52.01,40.73,61.25,10.18,47.23,48.11
41.86,6.82,42.39,52.01,40.73,61.27,10.17,47.25,48.14
41.8,6.82,42.33,51.95,40.71,61.2,10.17,47.24,48.12
41.8,6.85,42.33,51.94,40.71,61.21,10.17,47.26,48.14
41.87,6.83,42.4,52.02,40.72,61.26,10.17,47.25,48.14
41.54,6.66,42.0,51.71,40.76,61.41,10.2,47.26,48.16
41.54,6.67,42.0,51.74,40.73,61.42,10.22,47.24,48.15
41.6,6.65,42.06,51.77,40.77,61.45,10.19,47.25,48.15
41.54,6.66,42.0,51.74,40.73,61.41,10.22,47.22,48.13
41.6,6.63,42.05,51.83,40.74,61.5,10.25,47.21,48.12
41.54,6.65,42.0,53.16,40.64,63.44,11.67,47.15,48.62
41.54,6.67,42.0,51.83,40.7,61.55,10.3,47.21,48.15
41.54,6.66,42.0,51.84,40.7,61.55,10.31,47.2,48.14
41.53,6.65,41.99,51.84,40.7,61.56,10.32,47.2,48.14
41.58,6.63,42.03,51.9,40.72,61.6,10.33,47.19,48.13
41.58,6.66,42.04,51.9,40.69,61.6,10.34,47.19,48.14
41.58,6.66,42.04,51.89,40.69,61.6,10.33,47.19,48.14
41.53,6.68,42.0,51.84,40.67,61.55,10.32,47.19,48.14
41.59,6.66,42.05,51.91,40.67,61.61,10.34,47.17,48.13
41.57,6.66,42.03,51.89,40.68,61.59,10.33,47.18,48.13
41.53,6.67,41.99,51.86,40.66,61.58,10.35,47.17,48.13
41.84,6.85,42.37,52.19,40.63,61.47,10.36,47.19,48.15
41.8,6.85,42.33,52.13,40.62,61.43,10.34,47.17,48.12
41.56,6.64,42.02,51.95,40.67,61.65,10.4,47.15,48.12
41.51,6.68,41.97,51.86,40.66,61.57,10.36,47.19,48.15
41.53,6.67,41.99,51.89,40.65,61.61,10.38,47.16,48.13
41.52,6.67,41.98,51.87,40.65,61.59,10.36,47.17,48.13
41.52,6.65,41.99,51.88,40.67,61.61,10.37,47.16,48.13
41.57,6.63,42.02,51.91,40.67,61.62,10.36,47.15,48.11
41.57,6.63,42.03,51.87,40.7,61.57,10.31,47.17,48.11
41.52,6.64,41.98,51.87,40.66,61.6,10.36,47.14,48.11
41.52,6.63,41.98,51.83,40.67,61.54,10.32,47.15,48.09
41.53,6.65,41.99,51.83,40.67,61.54,10.31,47.16,48.1
41.57,6.66,42.03,51.93,40.67,61.63,10.37,47.17,48.13
41.54,6.66,42.0,51.91,40.67,61.62,10.38,47.17,48.14
41.53,6.64,41.98,51.92,40.67,61.62,10.4,47.15,48.12
41.6,6.65,42.05,51.97,40.7,61.68,10.39,47.19,48.16
41.6,6.64,42.06,52.02,40.73,61.75,10.43,47.21,48.19
41.57,6.65,42.03,52.08,40.68,61.79,10.52,47.17,48.18
41.57,6.66,42.03,52.12,40.67,61.84,10.56,47.17,48.2
41.57,6.64,42.03,52.09,40.71,61.82,10.52,47.19,48.2
41.57,6.65,42.03,52.13,40.67,61.84,10.57,47.17,48.19
41.58,6.65,42.04,52.16,40.67,61.87,10.58,47.16,48.19
41.58,6.67,42.04,52.09,40.65,61.76,10.51,47.17,48.16
41.57,6.65,42.03,52.1,40.65,61.77,10.54,47.15,48.15
41.57,6.67,42.03,52.17,40.63,61.85,10.61,47.14,48.17
41.86,6.85,42.39,52.47,40.6,61.71,10.61,47.15,48.18
41.86,6.86,42.39,52.46,40.59,61.7,10.6,47.14,48.17
41.84,6.82,42.37,52.41,40.6,61.64,10.58,47.12,48.13
41.87,6.9,42.41,52.44,40.57,61.65,10.57,47.16,48.18
41.85,6.85,42.38,52.35,40.6,61.57,10.51,47.15,48.14
41.9,6.93,42.45,52.43,40.55,61.54,10.54,47.15,48.14
41.87,6.91,42.41,52.37,40.56,61.56,10.5,47.16,48.15
41.8,6.82,42.33,52.27,40.61,61.54,10.47,47.14,48.12
41.81,6.82,42.33,52.25,40.58,61.51,10.45,47.13,48.1
41.9,6.84,42.44,52.35,40.6,61.51,10.46,47.12,48.1
41.9,6.86,42.44,52.33,40.58,61.49,10.44,47.13,48.09
41.91,6.86,42.44,52.36,40.57,61.51,10.46,47.12,48.1
41.88,6.92,42.42,52.3,40.52,61.42,10.43,47.12,48.09
41.92,6.86,42.45,52.33,40.57,61.47,10.43,47.11,48.08
41.9,6.87,42.44,52.32,40.56,61.46,10.44,47.11,48.08
41.91,6.88,42.45,52.33,40.56,61.46,10.43,47.12,48.09
41.86,6.98,42.42,52.25,40.51,61.36,10.41,47.14,48.11
41.87,6.93,42.42,52.28,40.51,61.38,10.42,47.11,48.07
41.92,6.89,42.46,52.29,40.56,61.4,10.38,47.13,48.07
41.91,6.87,42.45,52.31,40.56,61.43,10.41,47.1,48.06
41.9,6.86,42.43,52.29,40.56,61.4,10.41,47.1,48.05
41.86,6.9,42.4,52.28,40.52,61.38,10.43,47.1,48.06
41.87,6.89,42.41,52.29,40.51,61.38,10.43,47.08,48.04
41.83,6.81,42.36,52.21,40.6,61.43,10.4,47.11,48.07
41.84,6.79,42.36,52.25,40.6,61.47,10.42,47.1,48.06
41.88,6.89,42.42,52.28,40.51,61.38,10.42,47.07,48.03
41.8,6.84,42.33,52.21,40.55,61.42,10.42,47.1,48.06
41.75,6.88,42.28,52.15,40.49,61.37,10.41,47.08,48.04
41.79,6.84,42.32,52.18,40.53,61.39,10.41,47.08,48.03
41.82,6.83,42.34,52.23,40.53,61.42,10.43,47.06,48.02
41.79,6.84,42.31,52.24,40.51,61.46,10.46,47.06,48.03
41.75,6.82,42.27,52.23,40.51,61.45,10.49,47.04,48.02
41.75,6.88,42.28,52.16,40.47,61.38,10.43,47.06,48.03
41.73,6.88,42.26,52.15,40.45,61.36,10.44,47.04,48.02
41.75,6.88,42.28,52.16,40.45,61.36,10.43,47.05,48.02
41.73,6.89,42.26,52.13,40.43,61.32,10.42,47.04,48.0
41.74,6.89,42.27,52.17,40.43,61.37,10.44,47.04,48.01
41.74,6.91,42.28,52.14,40.44,61.34,10.41,47.06,48.02
41.67,6.93,42.2,52.11,40.37,61.3,10.46,47.03,48.0
41.69,6.93,42.23,52.12,40.36,61.31,10.44,47.01,47.98
41.66,6.97,42.2,52.11,40.36,61.3,10.46,47.05,48.03
41.59,7.05,42.15,52.03,40.27,61.23,10.45,47.05,48.02
41.63,7.02,42.18,52.04,40.29,61.23,10.42,47.03,48.0
41.68,6.96,42.21,52.13,40.35,61.37,10.46,47.04,48.03
41.62,7.01,42.17,52.02,40.29,61.2,10.42,47.02,47.99
41.61,7.01,42.16,52.02,40.28,61.2,10.42,47.01,47.98
41.69,6.94,42.22,52.04,40.35,61.25,10.37,47.02,47.97
41.6,7.04,42.15,51.99,40.24,61.16,10.41,47.0,47.97
41.73,6.87,42.26,52.16,40.4,61.37,10.44,46.99,47.97
41.67,6.97,42.22,52.1,40.33,61.28,10.44,47.01,47.99
41.94,6.79,42.46,52.38,40.49,61.56,10.45,47.0,47.98
41.67,6.98,42.22,52.08,40.33,61.24,10.42,47.02,47.99
41.71,6.85,42.24,52.16,40.4,61.36,10.46,46.97,47.95
41.77,6.85,42.3,52.19,40.42,61.37,10.44,46.98,47.95
41.65,6.97,42.19,52.03,40.27,61.19,10.4,46.97,47.93
41.72,6.92,42.26,52.13,40.33,61.3,10.42,46.97,47.94
41.71,6.94,42.25,52.13,40.32,61.29,10.43,46.99,47.95
41.77,6.87,42.3,52.2,40.39,61.37,10.44,46.97,47.95
41.64,7.0,42.19,52.07,40.23,61.22,10.44,46.95,47.93
41.71,7.0,42.26,52.15,40.28,61.26,10.45,46.99,47.96
41.32,7.04,41.85,51.75,40.08,61.12,10.45,46.93,47.91
41.3,7.06,41.83,51.7,40.06,61.09,10.41,46.94,47.9
41.64,7.04,42.2,51.99,40.17,61.06,10.37,46.92,47.87
41.32,7.08,41.85,51.71,40.05,61.08,10.41,46.95,47.91
41.66,7.01,42.22,52.03,40.19,61.1,10.38,46.9,47.86
41.63,7.06,42.2,52.01,40.15,61.07,10.39,46.91,47.87
41.65,7.07,42.21,52.0,40.15,61.06,10.37,46.94,47.88
41.59,7.11,42.16,51.93,40.11,61.01,10.36,46.94,47.88
41.65,7.07,42.21,51.87,40.17,60.93,10.24,46.94,47.85
41.57,7.12,42.14,51.85,40.09,60.96,10.3,46.94,47.88
41.56,7.09,42.12,51.85,40.12,60.96,10.31,46.93,47.87
41.58,7.12,42.14,51.85,40.12,60.97,10.29,46.97,47.9
41.56,7.12,42.13,51.78,40.14,60.89,10.24,46.98,47.9
41.54,7.12,42.11,51.77,40.08,60.92,10.25,46.93,47.86
41.54,7.1,42.1,51.84,40.07,60.97,10.32,46.9,47.85
41.21,6.92,41.69,51.4,40.13,61.04,10.21,46.93,47.85
41.19,6.97,41.68,51.37,40.06,60.93,10.21,46.9,47.81
41.24,6.89,41.72,51.34,40.17,60.97,10.13,46.93,47.82
41.25,6.89,41.72,51.32,40.18,60.97,10.1,46.94,47.83
41.2,6.89,41.68,51.26,40.12,60.88,10.1,46.89,47.77
40.08,8.18,40.73,50.11,38.79,59.59,10.08,46.89,47.78
41.18,6.9,41.66,51.27,40.16,60.9,10.12,46.94,47.82
40.07,8.23,40.71,50.2,38.76,59.66,10.18,46.91,47.82
40.07,8.2,40.71,50.16,38.8,59.63,10.15,46.91,47.81
39.9,8.3,40.56,50.01,38.64,59.49,10.16,46.88,47.78
39.86,8.26,40.5,49.25,38.75,58.82,9.5,46.96,47.67
41.54,7.06,42.09,51.63,40.11,60.78,10.12,46.9,47.79
41.49,6.98,42.02,51.61,40.2,60.84,10.15,46.93,47.82
41.49,6.99,42.03,51.62,40.18,60.84,10.15,46.93,47.82
41.48,6.99,42.02,51.68,40.18,60.93,10.22,46.93,47.84
41.49,6.94,42.02,51.57,40.21,60.84,10.11,46.92,47.8
41.6,7.01,42.14,51.78,40.21,60.96,10.21,46.96,47.86
41.62,7.06,42.18,51.82,40.2,60.93,10.22,46.98,47.89
